Time,pressure,h_ref_out,m_ref_in,m_ref_out,h_ref_in,m_cool,T_cool_in,T_ref_in,T_ref_out,T_cool_out,z_tpsh,gamma,eps_tp,eps_sh,fval,ef
88374,179.646355090238,355.456426150287,0.01,0.01,214.790757844994,0.380088195120319,-5.71510963971983,-15.5819095193719,-12.7580929794112,-6.82952656113329,0.684734471828667,0.493839798223468,0.11628692283729,0.247147389274795,7.39113866265206e-11,2
88376,179.557209802024,355.444898398207,0.01,0.01,214.783423749156,0.380084022860082,-5.71510963972302,-15.5949332540298,-12.7745966959072,-6.86469157512851,0.68498344026174,0.493703026225129,0.116827404980602,0.247032090670043,1.18284999493542e-10,2
88378,179.53388570237,355.441817100665,0.01,0.01,214.781501864408,0.380082255217232,-5.71510963972545,-15.5983408024329,-12.7789882579412,-6.89140974078778,0.685107426619424,0.493592844125574,0.116952229339828,0.246994944951209,1.12057747351841e-10,2
88380,179.526199868138,355.440831566602,0.01,0.01,216.343467668533,0.370790711922482,-5.85116010223849,-15.5994636690131,-12.780400823512,-6.91228101827173,0.685171263499274,0.494309027476427,0.125364267805806,0.208638339760035,9.67505458464415e-12,2
88382,179.969827055858,355.007726657444,0.01,0.01,219.686799498027,0.321732030572286,-6.14269680766512,-15.5346516921838,-13.2639983801847,-7.05199913361725,0.742174099728651,0.492808366881546,0.139978931640386,0.209195108078171,2.22860272367308e-09,2
88384,179.928921972738,354.936321181674,0.01,0.01,219.677766696915,0.32171110122963,-6.14269680767927,-15.5406277443252,-13.3478746735844,-7.16354040387862,0.750788852591064,0.47115135796668,0.138797970570761,0.207792984410017,2.79689803521163e-08,2
88386,179.816359783227,354.912947117289,0.01,0.01,219.667696973466,0.321702851945801,-6.14269680769041,-15.5570725851874,-13.378965685139,-7.25157112831317,0.752466903988969,0.469683742711449,0.139366755049225,0.207366881545815,1.17174364004755e-09,2
88388,179.759687345146,354.903972058308,0.01,0.01,219.662865675351,0.321698693526657,-6.1426968076993,-15.5653521791724,-13.391391693643,-7.32178979455962,0.752990052125832,0.468291305449856,0.139692701147913,0.206081301954523,1.22198234123186e-09,2
88390,179.733479884243,354.888049781789,0.0114974523317489,0.0114974523317489,220.699936245239,0.330158279702479,-6.15412775241384,-15.5688353013906,-13.4108047218376,-7.37778317393061,0.753209524676304,0.495201940565893,0.13871069152485,0.184994913434103,5.44741084535328e-13,2
88392,178.496606409045,354.56475381774,0.011733892173604,0.011733892173604,220.768166792765,0.341292621331115,-6.15593263841075,-15.7494824966221,-13.8281652818769,-7.44776274021183,0.783887960769064,0.494833274400834,0.1512340533381,0.185425723333303,3.99137149489776e-11,2
88394,178.53488610053,354.568724070608,0.011733892173604,0.011733892173604,220.770744154467,0.341289920699532,-6.15593263841703,-15.7438900018318,-13.822240629926,-7.50344667772628,0.784927355760845,0.494768607959756,0.150646586948942,0.185396664848184,2.1429897603132e-12,2
88396,178.524038828537,354.567668748504,0.011733892173604,0.011733892173604,220.770018444626,0.341288093865218,-6.15593263842192,-15.7454747405553,-13.8238392025902,-7.54679526308092,0.785118819634668,0.493880854693298,0.150635024441168,0.185341570074783,4.15251481269354e-13,2
88398,178.514174722829,354.566302234258,0.011733892173604,0.011733892173604,220.769332410587,0.34128674513361,-6.15593263842573,-15.7469158430145,-13.8257625018894,-7.5806595636136,0.785224296195094,0.493523788924898,0.150646211705642,0.185352458721598,1.43367723996315e-12,2
88400,178.50678367363,354.565853811424,0.0116550788929856,0.0116550788929856,221.162907772534,0.343541907846562,-6.17495433412997,-15.7480138360879,-13.8265347155798,-7.60754623165637,0.785303219959211,0.521214581646695,0.322917687121514,0.203005129707777,7.73005244955751e-13,2
88402,190.683576009431,355.604060866525,0.01,0.01,230.382909684392,0.440559921243345,-6.57440994380847,-14.0325105593927,-12.2478751742579,-7.59761292667527,0.755955726322836,0.494852367448292,0.125006939974314,0.195712121507843,1.59277162136593e-11,2
88404,191.017283296825,355.485548520553,0.01,0.01,230.395047466194,0.440544012059629,-6.5744099438077,-13.9869808395137,-12.3738770388403,-7.58611116956844,0.769850953638503,0.492398977290042,0.12144277471319,0.193685277451526,1.03264440983097e-10,2
88406,191.015398604448,355.467918226551,0.01,0.01,230.393341207488,0.440541211816998,-6.57440994380715,-13.9872379795058,-12.3941380622299,-7.57806606490478,0.771455939237931,0.494887607344701,0.121358517114401,0.193414571093269,5.9445523565832e-08,2
88408,191.007722024598,355.465233733585,0.01,0.01,230.392577981943,0.440540883452433,-6.57440994380678,-13.9882853420775,-12.3974426277965,-7.57222734711157,0.77162266376429,0.493471570675316,0.121424318469265,0.193437907002588,3.69356896873527e-12,2
88410,191.006454913305,355.465089389029,0.01,0.01,230.737706248923,0.442755075145413,-6.92504781857552,-13.988458221796,-12.3976456851809,-7.5679763730997,0.771617190376167,0.521717295322605,0.113904454502171,0.181850301251651,3.251270659417e-09,2
88412,190.02837532501,355.221545152529,0.01,0.01,230.778805921272,0.446669465748111,-7.05653702162123,-14.12190357839,-12.7054041845396,-7.6940800708079,0.791802132271348,0.439737797059113,0.118489919091668,0.181501167289765,8.66382523460469e-13,2
88414,189.573499590731,355.155781607584,0.01,0.01,230.742023613399,0.446645817490778,-7.05653702162731,-14.1839650471568,-12.7937828648263,-7.78502139608442,0.795098425818938,0.494847341392358,0.122565478568619,0.180779859596049,1.07582379547494e-12,2
88416,189.457239133794,355.140750768124,0.01,0.01,230.732786717723,0.446638396314508,-7.05653702163181,-14.1998271698571,-12.8143006315876,-7.85193271780514,0.795764894179304,0.494094985238891,0.123536461620617,0.180673174729636,3.75331782342335e-10,2
88418,189.431889987509,355.137865122804,0.01,0.01,230.730807974125,0.44663544788308,-7.05653702163504,-14.2032857083687,-12.8183231289348,-7.90055714925048,0.795901594314881,0.495406403589879,0.123765141123657,0.180592612377097,2.78904921283345e-09,2
88420,189.427479906103,355.136891914426,0.0100620790361625,0.0100620790361625,230.26442726318,0.447559225467738,-7.0343515314099,-14.2038742464724,-12.8195660532303,-7.93473308296831,0.795960032464818,0.49492815269378,0.03336339136452,0.220581311021625,9.25153686441413e-11,2
88422,182.443949933938,355.0138144489,0.0113657387955747,0.0113657387955747,220.049131703526,0.487307065408743,-6.56845623661463,-15.184180323133,-13.186100670313,-7.84400004938828,0.742711870634371,0.494159246097775,0.111942387430407,0.219912818997286,2.93703339210639e-12,2
88424,182.138582968772,355.096590161713,0.0113657387955747,0.0113657387955747,220.036454556208,0.487329375157608,-6.56845623661115,-15.2272920979085,-13.0996724473079,-7.78151791547988,0.731219975858322,0.49481085951623,0.114710158277509,0.221047696473873,1.79098169083781e-10,2
88426,182.160664244377,355.109106137851,0.0113657387955747,0.0113657387955747,220.038652628246,0.487334772876903,-6.56845623660875,-15.2241746587366,-13.0846130108893,-7.73775116574874,0.730155424111824,0.495142804307262,0.114687841226903,0.221179660932894,1.31365533511918e-07,2
88428,182.175763266064,355.111596857363,0.0113657387955747,0.0113657387955747,220.03973564684,0.487336939050016,-6.56845623660704,-15.2220429756171,-13.0813054947291,-7.70689642021706,0.730010119760946,0.494658035103608,0.114628598210383,0.220536946926976,2.36061865110011e-10,2
88430,182.182253305444,355.105585353249,0.012076736182877,0.012076736182877,220.428697620495,0.481676038500441,-6.66996201221461,-15.2209379960139,-13.0880813916797,-7.68472916067122,0.729963509103806,0.494899031628604,0.0633114357486075,0.148212188639269,1.55204859604762e-10,2
88432,176.037681279176,353.875917579787,0.0144941272997046,0.0144941272997046,221.394242005243,0.437569911601736,-7.01508164930815,-16.1079517135352,-14.7067417959265,-7.89504433238744,0.828590363019382,0.495531524945537,0.147753934180103,0.154459376270333,1.56164600376136e-08,2
88434,175.670747106737,353.834423378367,0.0144941272997046,0.0144941272997046,221.374219558454,0.437544439963063,-7.01508164931904,-16.1615591828186,-14.766411789883,-8.05109254582489,0.832030883736042,0.494439488569075,0.150070586267571,0.154055905787293,5.64558968479156e-14,2
88436,175.567095614498,353.821139489172,0.0144941272997046,0.0144941272997046,221.368494779335,0.437535196663654,-7.01508164932698,-16.176702210097,-14.7850455692855,-8.16513448938932,0.832864575791849,0.495008078130378,0.150672562841803,0.153856070279554,2.79388402525009e-10,2
88438,175.533209005369,353.816141177089,0.0144941272997046,0.0144941272997046,221.366594610931,0.437530554159208,-7.01508164933266,-16.1816528946762,-14.7918926600857,-8.24651180117622,0.833183243758366,0.495143832846911,0.150790318256841,0.156296260942306,6.03157110739399e-09,2
88440,175.515795442965,353.840592704344,0.0117341683703502,0.0117341683703502,218.213712904379,0.460250282166925,-6.88147550115753,-16.1849354592746,-14.763997868406,-8.3084672716761,0.833371483662638,0.495386732694397,0.174515447254689,0.23794534132375,5.49757936542381e-13,2
88442,180.424406179014,355.069689540395,0.0106991837718423,0.0106991837718423,217.446278989116,0.4999730906327,-6.83137319555862,-15.4694508963849,-13.1784766761527,-8.16822688954047,0.718063465817163,0.495121713213775,0.105979443709508,0.233929623653036,2.23500768603885e-11,2
88444,180.301454256956,355.041258909387,0.0106991837718423,0.0106991837718423,217.436321679564,0.499985831209904,-6.83137319555325,-15.4868092754647,-13.2145547015897,-8.06710570442109,0.714154415304299,0.494054355876326,0.107059439079992,0.233658720345159,6.59945735117039e-12,2
88446,180.313733926718,355.039030464371,0.0106991837718423,0.0106991837718423,217.436929427188,0.499990945971847,-6.83137319554945,-15.4850756290855,-13.2167972264643,-7.99646968118818,0.713646855819005,0.579970723207732,0.107064707077331,0.233657401887087,4.03827956859025e-07,2
88448,180.326547985419,355.040020740672,0.0106991837718423,0.0106991837718423,217.437816579913,0.499993779081297,-6.83137319554691,-15.4832665375372,-13.2153129525484,-7.94865636537613,0.713524954908603,0.636569988166394,0.107040643914519,0.233891844994092,1.43770848881268e-06,2
88450,180.335111705498,355.043005479285,0.0104382011083607,0.0104382011083607,216.305785711685,0.499995752281911,-6.92784095912514,-15.4821131204558,-13.211631270137,-7.91391377196849,0.713452426078884,0.494513025874491,0.0887181949240567,0.241606852007941,1.51683937846284e-10,2
88452,178.498296808442,354.973464001619,0.0100612261499985,0.0100612261499985,214.534769439997,0.500015285727253,-7.06718328429847,-15.7496227385879,-13.3561125118051,-7.95291043097055,0.700071630929814,0.589400910777234,0.0988812574273065,0.246003971796637,6.12519140644942e-07,2
88454,178.085472005108,354.948342882856,0.0100612261499985,0.0100612261499985,214.503665529046,0.500004960269931,-7.06718328429992,-15.8099346276367,-13.3993447597181,-7.9799990991755,0.698181480997145,0.589114797262575,0.101083946612987,0.246022085767094,5.94024195557082e-07,2
88456,178.029709420986,354.944065034756,0.0100612261499985,0.0100612261499985,214.499393733079,0.500002561811658,-7.06718328430091,-15.8180812960317,-13.4061891674633,-7.99885750455574,0.698054399960442,0.494827203979117,0.10137084936682,0.246020846707035,8.74224317416757e-10,2
88458,178.021629580896,354.943286201633,0.0100612261499985,0.0100612261499985,214.49876140849,0.500001664401799,-7.0671832843016,-15.8192617251444,-13.4073641236525,-8.01193454361341,0.698073270169304,0.495684295486229,0.101420762440774,0.245417297003604,4.46024655012808e-10,2
88460,178.020124126249,354.937151789085,0.0107461247374058,0.0107461247374058,214.522004154133,0.500001131353258,-7.0587336911673,-15.8193170172126,-13.4145386957755,-8.02164728971771,0.698096694597397,0.495307823664867,0.0739393647711642,0.215068762782775,4.99553520955388e-10,2
88462,174.302138578226,354.376067807293,0.0125725209704921,0.0125725209704921,214.349774292387,0.500006290568321,-7.03620144281081,-16.3620592898945,-14.1812579082975,-8.07912093187343,0.739487659825649,0.493942602305864,0.11851885005432,0.218011725527459,1.56749778340931e-10,2
88464,174.300071060547,354.401969576579,0.0125725209704921,0.0125725209704921,214.351108461758,0.500005098522217,-7.03620144281305,-16.3623613451857,-14.1513352241385,-8.12080444090678,0.739026204185891,0.495031831203426,0.118511032384105,0.218281230131468,4.5033246672742e-13,2
88466,174.297003178799,354.40465861443,0.0125725209704921,0.0125725209704921,214.35109101852,0.500003653232909,-7.0362014428146,-16.3628095492125,-14.1483123136555,-8.14969688697788,0.739046158514518,0.49423911416287,0.118494829402642,0.218287944197423,2.91344186109978e-11,2
88468,174.292771010992,354.404434845387,0.0125725209704921,0.0125725209704921,214.35084719791,0.500002537534089,-7.03620144281565,-16.3634278503147,-14.1486952842636,-8.16996400478241,0.739089587194119,0.494649880206396,0.118493689990371,0.218591240394323,2.52922034230797e-10,2
88470,174.289316436399,354.407445399616,0.0122145299370967,0.0122145299370967,213.105491421652,0.479961003328524,-7.17393291271444,-16.3640248301157,-14.1452929722893,-8.18422113672955,0.739122934316096,0.49497445768341,0.0713258884507687,0.205644280751653,2.92178513777107e-09,2
88472,169.002391824337,353.846879979468,0.0116974317777477,0.0116974317777477,210.957208375572,0.402071588927848,-7.37287836926968,-17.1535777444962,-14.9677139149655,-8.33262324744305,0.757849615888415,0.493981962243958,0.12701804827469,0.211966403895646,1.28182579299966e-13,2
88474,168.464191804807,353.818947370714,0.0116974317777477,0.0116974317777477,210.92320616339,0.402052820100917,-7.37287836927901,-17.2349474907161,-15.0176402800132,-8.4452927127343,0.757071426710584,0.494404096354926,0.131004859714587,0.211755534647805,3.7800053232617e-09,2
88476,168.363122042224,353.808048548019,0.0116974317777477,0.0116974317777477,210.916478217686,0.40204601872901,-7.37287836928588,-17.2502280938279,-15.0335362792575,-8.52865039864093,0.757484497163856,0.49430362354099,0.131606411060747,0.211591206052708,4.11849470407854e-09,2
88478,168.331916940793,353.803659459169,0.0116974317777477,0.0116974317777477,210.914336566651,0.40204247804533,-7.37287836929109,-17.2549459516272,-15.0396312839957,-8.59151955067166,0.757726170916735,0.494634170988026,0.131744719758895,0.21220136769989,9.22288093201221e-09,2
88480,168.31816435062,353.809479492623,0.0108487158888739,0.0108487158888739,212.381966037738,0.404946615539755,-7.20632228336416,-17.257227595213,-15.0332645420679,-8.63832385955001,0.757856866467372,0.314327622491731,0.215714657739545,0.239343543766103,1.33937560878808e-06,2
88482,174.889390096596,354.611951604488,0.01,0.01,214.384065029322,0.413626107879136,-7.0397661974176,-16.2768811839553,-13.890714139291,-8.52868077054262,0.722478555200899,0.502376779666237,0.122054819456613,0.231008169895245,4.52433689060196e-10,2
88484,175.509436012779,354.623999399705,0.01,0.01,214.4283939998,0.413643406349895,-7.03976619741104,-16.1862952013581,-13.8579341116096,-8.44509896912256,0.724659184567462,0.519824752865321,0.117607862733349,0.230820558966205,1.6527001777966e-07,2
88486,175.626033456908,354.631219057069,0.01,0.01,214.437155050477,0.413649244046121,-7.0397661974062,-16.169260827377,-13.8459809420224,-8.38317667558673,0.724625692890634,0.527409839159125,0.116879274752858,0.230895502344957,1.73536013101648e-09,2
88488,175.655200037994,354.634182898405,0.01,0.01,214.439444165693,0.413651997272882,-7.03976619740267,-16.164999718125,-13.8416488036691,-8.33763154839024,0.724496466340733,0.524914520783185,0.11674056904,0.230721856730323,1.63413666057186e-09,2
88490,175.66619931851,354.633190034858,0.0102771590968772,0.0102771590968772,214.970173885467,0.41311445407545,-7.0283892809666,-16.1633279130537,-13.8424696426496,-8.30286495845442,0.724406388730744,0.494960565308141,0.116080743647727,0.191879261148247,5.74372642813828e-10,2
88492,175.361546995243,354.206938987108,0.0120325000437663,0.0120325000437663,218.283100684906,0.405745867103669,-6.95633547689293,-16.2074255099916,-14.3450358914152,-8.30402320853607,0.78048236843937,0.270776869491623,0.14192692021383,0.190721749770809,4.47863752309749e-06,2
88494,175.654150193233,354.23005526115,0.0120325000437663,0.0120325000437663,218.301555539849,0.405749100806587,-6.95633547689314,-16.1646774687808,-14.3091975733068,-8.30635082495614,0.782803966447204,0.277565771350666,0.138287683833253,0.19089800494967,2.24482646161531e-06,2
88496,175.685030238557,354.234636303626,0.0120325000437663,0.0120325000437663,218.303633872787,0.405749785525712,-6.95633547689325,-16.1601660299013,-14.3029319994874,-8.30802556911533,0.782859585014536,0.366198873202995,0.13789848286483,0.190952263348486,8.54335760716859e-07,2
88498,175.688810011873,354.235406321883,0.0120325000437663,0.0120325000437663,218.303900999423,0.40574989463398,-6.95633547689333,-16.1596138216367,-14.3019229354575,-8.3092709378033,0.782839989730576,0.288686621737903,0.137864742710341,0.192071447095767,2.19750690664489e-06,2
88500,175.689108297871,354.24739351481,0.0106467045593802,0.0106467045593802,220.065834759839,0.386076292562377,-6.71467457685116,-16.1598945361613,-14.287979896593,-8.31019952969761,0.78284074272807,0.498500977606536,0.173764949251574,0.202184901187816,9.22853852801227e-10,2
88502,179.672481137088,354.697999009814,0.01,0.01,221.20973952551,0.348016595984685,-6.60189949020449,-15.5780926254187,-13.6322127209267,-8.22511029365971,0.76827349455048,0.493645693923835,0.142848616481763,0.198845461542247,3.34103721344688e-11,2
88504,180.265020371686,354.739794921104,0.01,0.01,221.255470262607,0.348033480217165,-6.60189949019718,-15.4921015657075,-13.5632001671263,-8.15783310759883,0.768759507146019,0.495033504539731,0.137856686340736,0.199254639998919,2.15875517476303e-10,2
88506,180.410368064755,354.755607367034,0.01,0.01,221.266771440529,0.348039479934731,-6.60189949019152,-15.4715813471462,-13.5410499232593,-8.10555593718064,0.768367334154243,0.495112108516115,0.136721700948832,0.199472391962738,3.7052887782486e-10,2
88508,180.452460349992,354.761155216056,0.01,0.01,221.270128059091,0.348042156579922,-6.60189949018712,-15.4656387492801,-13.5335136558498,-8.06485839904572,0.768131688514983,0.49521859089567,0.136434944202845,0.198664930178021,8.73502079005721e-10,2
88510,180.467461823691,354.75406978959,0.0110971249574052,0.0110971249574052,220.568382872264,0.355961932425353,-6.51108657638046,-15.4632654233562,-13.5413276827601,-8.03282120182499,0.76801173882706,0.494744411520899,0.0966219905061073,0.183480353149566,1.3424943724926e-11,2
88512,176.736249196307,354.341069552685,0.0126818610069905,0.0126818610069905,219.323245673099,0.386736805604233,-6.37991236751556,-16.0064171093454,-14.1462362524475,-7.987530498031,0.787473439702708,0.495040919479159,0.14575534190592,0.18567885040323,9.62806039034637e-12,2
88514,176.830311089714,354.392280568201,0.0126818610069905,0.0126818610069905,219.331329614847,0.386747152768893,-6.37991236751272,-15.9926750805796,-14.0839639299347,-7.95525408996683,0.78431305551771,0.494467167529999,0.145424330352089,0.186280840853376,7.6866269929568e-13,2
88516,176.879935574778,354.40286822094,0.0126818610069905,0.0126818610069905,219.334680384954,0.38675036190487,-6.37991236751056,-15.9854251615145,-14.0700972360376,-7.93073650687716,0.783837978106046,0.49505256031728,0.145107708497172,0.186394451946634,4.0599246430706e-14,2
88518,176.894798581147,354.405335961022,0.0126818610069905,0.0126818610069905,219.335644999044,0.386751601843092,-6.37991236750898,-15.9832537416384,-14.0667563800675,-7.91259234125728,0.783719072284753,0.489503441501302,0.145034257589535,0.183853592911727,4.73000132392798e-10,2
88520,176.900591018822,354.377594384868,0.0153190377455257,0.0153190377455257,226.630916195843,0.346535427820549,-6.26020879000072,-15.9816231863104,-14.0988040391809,-7.89826435653333,0.783665414771254,0.492700013605443,0.155289709307233,0.0878151807682288,7.91024958653456e-13,2
88522,174.908375712643,353.133286291802,0.0153190377455257,0.0153190377455257,226.484019412079,0.306336409954314,-6.26020879009804,-16.2726770840668,-15.6014701127397,-7.98195678146071,0.920124853457366,0.494645535403318,0.205251981449589,0.0878192659773857,4.23841570189418e-10,2
88524,175.213450787114,353.157747800739,0.0153190377455257,0.0153190377455257,226.499984818477,0.306338543407186,-6.26020879010802,-16.2281069562206,-15.5636360449049,-8.05317395700193,0.922542883489413,0.494849860371656,0.201377717434094,0.0880885551366444,2.77708661747826e-11,2
88526,175.241980745691,353.163795844186,0.0153190377455257,0.0153190377455257,226.501624606586,0.306338066625314,-6.26020879011595,-16.2239388546841,-15.5557412570398,-8.11015825725047,0.92244932873799,0.494859118066884,0.200958407965243,0.0880893665112735,1.16002454195276e-11,2
88528,175.241446255502,353.163778534528,0.0153190377455257,0.0153190377455257,226.501597649235,0.306336968552208,-6.26020879012227,-16.2240169413346,-15.555778110413,-8.1553315549798,0.922496218471258,0.483438697349622,0.200846278150674,0.0851640571274399,2.15069858566981e-08,2
88530,175.235060821241,353.12883734611,0.0178609161127282,0.0178609161127282,226.295313981284,0.268650538198659,-6.16655147656198,-16.2240338546251,-15.5966003746043,-8.19240680940853,0.922591306232313,0.492074612532868,0.0357198994147034,-0.66205497571562,1.82900305350225e-10,2
88532,162.983494923068,341.049980518122,0.0186085273971995,0.0186085273971995,225.386437274207,0.208809576978258,-6.13900520824276,-18.0712048736091,-18.0790864985072,-8.34067353946646,1,0.495372375055869,0.272702449137916,-0.790950654675918,3.59858267527597e-08,2
88534,162.304350823742,338.836031685508,0.0186085273971995,0.0186085273971995,225.30028154617,0.208810481796278,-6.13900520828685,-18.1774678784338,-18.1853495157216,-8.48733423344368,1,0.495699268427434,0.28217136205806,-0.823028094588461,3.01786895234763e-07,2
88536,162.152516268616,338.290142465885,0.0186085273971995,0.0186085273971995,225.279765286151,0.208809290550541,-6.13900520832525,-18.2012248336163,-18.209106474068,-8.61511012412162,1,0.49561687587175,0.283998588407034,-0.831635872545011,1.3758022563298e-06,2
88538,162.106225475149,338.140823681266,0.0186085273971995,0.0186085273971995,225.273948241437,0.208807494119437,-6.13900520835823,-18.2084677719428,-18.2163494131898,-8.7248618836094,1,0.495560611036148,0.284336396843548,-0.835538322724561,1.30785456751129e-06,2
88540,162.08340795629,338.073050136319,0.0194238675419234,0.0194238675419234,225.053803518023,0.220880162289087,-6.12125013508147,-18.2116761292487,-18.2202813910805,-8.82038818927073,1,0.496108383052572,0.315923708584719,-0.650962619381727,3.59642271844599e-06,2
88542,163.555816836595,341.289765496581,0.020402275715592,0.020402275715592,224.922338054515,0.261915594735864,-6.09994404682397,-17.9808599200178,-17.9903335261527,-8.86314040641187,1,0.494159635623351,0.260960417776256,-0.596703371899463,9.75201502813712e-08,2
88544,163.770467408929,342.150497876341,0.020402275715592,0.020402275715592,224.949685657852,0.261915947736487,-6.09994404683034,-17.9472743901296,-17.9567479912967,-8.89625840245173,1,0.494024278660299,0.258756167396841,-0.582964483912949,2.37287501537954e-07,2
88546,163.826553154647,342.370890144049,0.020402275715592,0.020402275715592,224.956739254717,0.261915664941802,-6.09994404683541,-17.9384988743157,-17.9479724742113,-8.92285729096168,1,0.494033532648273,0.258169864400376,-0.579191146661367,2.2479094965641e-07,2
88548,163.840603845791,342.431167047579,0.020402275715592,0.020402275715592,224.958615651196,0.261915219557297,-6.09994404683962,-17.9363004180159,-17.9457740175458,-8.94490503019544,1,0.493479872881079,0.257938938559468,-0.578535023668545,4.53338992313723e-07,2
88550,163.840124175308,342.440931865531,0.0201074093277228,0.0201074093277228,224.805852834724,0.262645209561291,-6.10788652827466,-17.9365014554624,-17.9457230844141,-8.96302909536501,1,0.494717652942823,0.332489778754375,-0.000114186385110417,2.24161884187006e-07,2
88552,167.570294362078,351.279760638557,0.0171587454490304,0.0171587454490304,223.712567645049,0.277981698235229,-6.18731134252811,-17.3683624766269,-17.3748383552252,-8.9462119338481,1,0.495406064717632,0.238722411379467,0.0480366196131003,9.29272564979109e-08,0
88554,168.356977880119,351.997778484023,0.0171587454490304,0.0171587454490304,223.770457102958,0.27797694659072,-6.18731134252269,-17.2494248505483,-17.1374272062644,-8.9142837423015,0.977246686478284,0.494994915103086,0.225852230663757,0.0477891858558237,5.83390222607263e-11,2
88556,168.336562872878,351.992804262315,0.0171587454490304,0.0171587454490304,223.769372435698,0.277976690848822,-6.18731134251789,-17.2525113683852,-17.1438847571692,-8.88577976072217,0.977488954318064,0.494857287803367,0.22610457450335,0.0477513917992982,4.42803147546845e-10,2
88558,168.333127381262,351.99196618567,0.0171587454490304,0.0171587454490304,223.769189864236,0.277977002430146,-6.18731134251394,-17.2530307757899,-17.1449725688015,-8.86250945168358,0.977529459295393,0.494699746867918,0.226189956520421,0.0477909398511433,5.73251293461531e-11,2
88560,168.334817329901,351.992639626164,0.0171430017345069,0.0171430017345069,224.021986792908,0.276079957103579,-6.21910834755341,-17.252781183269,-17.1441327001917,-8.84328509401792,0.977498005092,0.494650913592933,0.212699697838046,-0.215826565848776,1.11662063786296e-10,2
88562,167.603073971841,348.397022058909,0.016985564589272,0.016985564589272,226.402605521125,0.236271460073387,-6.5370783981497,-17.3634715786507,-17.3698174419574,-8.92242915931038,1,0.495964181277249,0.246259758393356,-0.37027107331398,1.80014736158343e-06,0
88564,166.969673550253,346.306342622522,0.016985564589272,0.016985564589272,226.308148546811,0.236258051029096,-6.53707839816452,-17.459234541595,-17.4655804143708,-8.98512591491418,1,0.518543399116722,0.247218786333523,-0.425769207384502,0.0264922290327235,2
88566,166.639979949457,345.460922704028,0.016985564589272,0.016985564589272,226.26662437553,0.236251916108596,-6.53707839817694,-17.5090804770353,-17.5154263533307,-9.03771501238151,1,0.4950873651702,0.253253658064918,-0.451918164103717,1.77189039929258e-06,0
88568,166.491906395147,345.095871173627,0.016985564589272,0.016985564589272,226.248447107694,0.236248619758287,-6.53707839818749,-17.5314675201237,-17.537813397888,-9.08252473693044,1,0.495966135878617,0.254663080908578,-0.460993671119897,3.79114698016442e-06,2
88570,166.434676219053,344.956297306979,0.0173192999839913,0.0173192999839913,226.113679842997,0.235590371481967,-6.59040661625774,-17.5399909708392,-17.5465950556529,-9.12009189216398,1,0.495137132253419,0.199487507398409,-0.681546892688026,5.59875757538148e-07,2
88572,163.652330072607,341.256355587029,0.0182092610365759,0.0182092610365759,225.549965151366,0.231450465553996,-6.73261519779833,-17.9667220766416,-17.9742692752399,-9.1993828732692,1,0.538773147058727,0.262668045377609,-0.759074798209426,4.13558106888151e-06,2
88574,163.215938682701,340.145992964404,0.0182092610365759,0.0182092610365759,225.501015728704,0.231442158309721,-6.73261519781579,-18.035002521828,-18.0425497252169,-9.26915738814273,1,0.495523359341066,0.266083967608611,-0.787066224459562,1.41505950023141e-07,2
88576,163.0413683003,339.691309712245,0.0182092610365759,0.0182092610365759,225.481179519606,0.231437758198926,-6.73261519783061,-18.0623168632652,-18.069864068582,-9.32842217145482,1,0.495189535518407,0.267593100728605,-0.798495135215225,3.77849647734557e-06,2
88578,162.96524873147,339.502428459541,0.0182092610365759,0.0182092610365759,225.472784442481,0.231435296880791,-6.73261519784305,-18.07422699299,-18.0817741990622,-9.37817600642563,1,0.495688203068553,0.268219153028793,-0.803062812853882,1.83709725542762e-07,2
88580,162.932457028653,339.42718361574,0.0181194371036209,0.0181194371036209,220.311240296696,0.244970361168451,-6.81283157797376,-18.0793948246066,-18.0868679454563,-9.42003977112904,1,0.49509845906233,0.149455430873139,-0.25497237580156,3.17538259143605e-06,0
88582,157.258176004123,346.43482241741,0.0180445838261584,0.0180445838261584,215.964052068221,0.281071645361622,-6.87967856121172,-18.9698335134319,-18.9775039858023,-9.46834437820058,1,0.678274084843687,0.233408505864955,0.0198352127492569,0.000113285707165743,2
88584,157.839365252251,350.460017427808,0.0180445838261584,0.0180445838261584,216.094772384402,0.281063822760126,-6.87967856122019,-18.8763217560212,-18.8837331653576,-9.51838007068863,1,0.496231987223013,0.233301020560386,0.0405988517464622,1.78688968613237e-07,0
88586,158.159625825078,350.777234132275,0.0180445838261584,0.0180445838261584,216.116922810513,0.281059728010098,-6.87967856122577,-18.8262118454968,-18.8336232467964,-9.55115473639573,0.99120634433083,0.321512306678034,0.22777513222529,0.0403427738356993,1.60216479664988e-05,2
88588,158.134695666929,350.771391697434,0.0180445838261584,0.0180445838261584,216.115695150459,0.281058222233524,-6.87967856123006,-18.8301125694819,-18.8375239707594,-9.57659632478682,0.991504331780922,0.325560255918625,0.227992094252498,0.0419153077279193,1.4957963348377e-05,2
88590,158.122006872624,350.791809982442,0.0165295583236549,0.0165295583236549,218.22750834453,0.28421934938562,-7.03921498470698,-18.8326624423893,-18.8389448295138,-9.59771786837475,0.991652422110866,0.740395397037775,0.322558851201295,0.0851934416404656,8.70609601250498e-06,2
